,station_id,station_name,station_name_kana,fuken_id,type,Latitude (degree),Latitude (minute),latitude,Longitude (degree),Longitude (minute),longitude,height,f_pre,f_wsd,f_tem,f_sun,f_snc,End_year,End_month,End_day,obs_ended,note1,note2,note3,note4,note5,amedas_id1,amedas_id2,station_name_roman
160,1266,糸櫛別,イトクシベツ,18,A,43,43.3,43.7216666667,144,59.3,144.988333333,115,Y,N,N,N,N,9999,99,99,,,,,,,18091,,Itokushibetsu
161,1489,根室中標津,ネムロナカシベツ,18,A,43,34.6,43.5766666667,144,57.6,144.96,65,Y,Y,Y,N,Y,9999,99,99,,,,,,,18174,18930,Nemuronakashibetsu
162,1547,上標津,カミシベツ,18,A,43,31.2,43.52,144,44.8,144.746666667,181,Y,Y,Y,Y,N,9999,99,99,,,,,,,18161,,Kamishibetsu
163,0090,川湯,カワユ,19,A,43,37,43.6166666667,144,27.4,144.456666667,158,Y,Y,Y,Y,Y,9999,99,99,,,,,,,19021,19900,Kawayu
164,0091,阿寒湖畔,アカンコハン,19,A,43,26.2,43.4366666667,144,5.1,144.085,450,Y,Y,Y,Y,Y,9999,99,99,,,,,,,19076,19910,Akankohan
165,0092,弟子屈,テシカガ,19,A,43,28.7,43.4783333333,144,26.8,144.446666667,107,Y,N,N,N,N,1977,10,6,1977-10-06 00:00:00,,,,,,,,Teshikaga
166,0093,標茶,シベチャ,19,A,43,17.5,43.2916666667,144,35.2,144.586666667,20,Y,Y,Y,Y,Y,9999,99,99,,,,,,,19151,19915,Shibecha
167,0094,幌呂台地,ホロロダイチ,19,A,43,16.7,43.2783333333,144,13.6,144.226666667,225,Y,N,N,N,N,1983,8,1,1983-08-01 00:00:00,,,,,,,,Hororodaichi
168,0095,中徹別,ナカテシベツ,19,A,43,11.9,43.1983333333,144,8.5,144.141666667,80,Y,Y,Y,Y,Y,9999,99,99,,,,,,,19261,19925,Nakateshibetsu
169,0096,阿寒,アカン,19,A,43,6.8,43.1133333333,144,7.4,144.123333333,40,Y,N,N,N,N,9999,99,99,,1983年8月4日までの地点名「阿寒台」,,,,,19346,,Akan
170,0097,霧多布,キリタップ,19,A,43,4.6,43.0766666667,145,7.7,145.128333333,2,Y,N,N,N,N,1976,11,1,1976-11-01 00:00:00,,,,,,,,Kiritappu
171,0098,白糠,シラヌカ,19,A,42,58.2,42.97,144,3.7,144.061666667,9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,19416,19940,Shiranuka
172,47418,釧路,クシロ,19,S,42,59.1,42.985,144,22.6,144.376666667,4.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,19432,19950,Kushiro
173,1107,二俣,フタマタ,19,A,42,58.3,42.9716666667,143,53.5,143.891666667,45,Y,N,N,N,N,9999,99,99,,,,,,,19406,,Futamata
174,1186,鶴居,ツルイ,19,A,43,13.9,43.2316666667,144,19.5,144.325,38,Y,Y,Y,Y,Y,9999,99,99,,,,,,,19191,19920,Tsurui
175,1187,弟子屈,テシカガ,19,A,43,30.6,43.51,144,28,144.466666667,170,Y,Y,Y,Y,N,9999,99,99,,,,,,,19051,,Teshikaga
176,1192,太田,オオタ,19,A,43,5.4,43.09,144,46.7,144.778333333,85,Y,Y,Y,Y,Y,9999,99,99,,,,,,,19376,19930,Oota
177,1195,榊町,サカキマチ,19,A,43,7.2,43.12,145,6.6,145.11,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,19311,,Sakakimachi
178,1283,知方学,チッポマナイ,19,A,42,56.3,42.9383333333,144,44.1,144.735,149,Y,Y,Y,Y,N,9999,99,99,,,,,,,19451,,Chippomanai
179,1403,塘路,トウロ,19,A,43,8.9,43.1483333333,144,29.8,144.496666667,25,Y,N,N,N,N,9999,99,99,,,,,,,19281,,Touro
180,1417,茶内原野,チャナイゲンヤ,19,A,43,10.4,43.1733333333,144,58,144.966666667,70,Y,N,N,N,N,9999,99,99,,,,,,,19301,,Chanaigen'Ya
181,1461,鶴丘,ツルオカ,19,A,43,2.4,43.04,144,11.5,144.191666667,95,Y,Y,Y,N,Y,9999,99,99,,,,,,,19347,19935,Tsuruoka
182,0100,軍艦山,グンカンヤマ,20,A,43,28.7,43.4783333333,143,7.6,143.126666667,900,Y,N,N,N,N,1984,10,1,1984-10-01 00:00:00,,,,,,,,Gunkan'Yama
183,0101,陸別,リクベツ,20,A,43,28.1,43.4683333333,143,44.3,143.738333333,207,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20146,20900,Rikubetsu
184,0102,殖産高地,ショクサンコウチ,20,A,43,26.1,43.435,143,41.7,143.695,419,Y,N,N,N,N,1983,7,29,1983-07-29 00:00:00,,,,,,,,Shokusankouchi
185,0103,ぬかびら源泉郷,ヌカビラゲンセンキョウ,20,A,43,22,43.3666666667,143,11.5,143.191666667,540,Y,Y,Y,Y,Y,9999,99,99,,2011年5月31日までの地点名「糠平」,,,,,20186,20910,Nukabiragensenkyou
186,0104,小坂山,コサカヤマ,20,A,43,23.8,43.3966666667,143,29,143.483333333,740,Y,N,N,N,N,1983,10,4,1983-10-04 00:00:00,,,,,,,,Kosakayama
187,0105,上足寄,カミアショロ,20,A,43,21.4,43.3566666667,143,48.1,143.801666667,384,Y,N,N,N,N,1983,10,4,1983-10-04 00:00:00,,,,,,,,Kamiashoro
188,0106,西ヌプカウシ山,ニシヌプカウシヤマ,20,A,43,14.5,43.2416666667,143,4.3,143.071666667,760,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Nishinupukaushiyama
189,0107,上士幌,カミシホロ,20,A,43,14.1,43.235,143,18.2,143.303333333,295,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20266,20920,Kamishihoro
190,0108,幌安山,ホロヤスヤマ,20,A,43,14.9,43.2483333333,143,26.7,143.445,440,Y,N,N,N,N,1983,7,29,1983-07-29 00:00:00,,,,,,,,Horoyasuyama
191,0109,足寄,アショロ,20,A,43,14.6,43.2433333333,143,33.2,143.553333333,90,Y,Y,Y,Y,N,9999,99,99,,,,,,,20276,,Ashoro
192,0110,佐幌岳,サホロダケ,20,A,43,10.4,43.1733333333,142,46.9,142.781666667,900,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Sahorodake
193,0111,三角山,サンカクヤマ,20,A,43,11.8,43.1966666667,142,58.1,142.968333333,560,Y,N,N,N,N,1984,10,1,1984-10-01 00:00:00,,,,,,,,Sankakuyama
194,0112,本別,ホンベツ,20,A,43,7.9,43.1316666667,143,36,143.6,67,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20341,20935,Honbetsu
195,0113,新得,シントク,20,A,43,4.6,43.0766666667,142,50.4,142.84,178,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20356,20930,Shintoku
196,0114,鹿追,シカオイ,20,A,43,6.2,43.1033333333,142,59.7,142.995,206,Y,Y,Y,Y,N,9999,99,99,,,,,,,20361,,Shikaoi
197,0115,芽室,メムロ,20,A,42,54,42.9,143,2.6,143.043333333,90,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20421,20940,Memuro
198,47417,帯広,オビヒロ,20,S,42,55.3,42.9216666667,143,12.7,143.211666667,38.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20432,20943,Obihiro
199,0117,池田,イケダ,20,A,42,55.2,42.92,143,27.5,143.458333333,42,Y,Y,Y,Y,N,9999,99,99,,,,,,,20441,,Ikeda
200,0118,浦幌,ウラホロ,20,A,42,48.5,42.8083333333,143,39.4,143.656666667,20,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20506,20945,Urahoro
201,0119,帯広岳,オビヒロダケ,20,A,42,44.8,42.7466666667,142,56,142.933333333,440,Y,N,N,N,N,1996,10,2,1996-10-02 00:00:00,,,,,,,,Obihirodake
202,0120,ひょうたん沢,ヒョウタンザワ,20,A,42,35.8,42.5966666667,143,3.8,143.063333333,380,Y,N,N,N,N,1996,9,25,1996-09-25 00:00:00,,,,,,,,Hyoutanzawa
203,0121,大樹,タイキ,20,A,42,30,42.5,143,16.5,143.275,87,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20696,20960,Taiki
204,47440,広尾,ヒロオ,20,S,42,17.6,42.2933333333,143,18.9,143.315,32.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20751,20965,Hiroo
205,1099,三国山,ミクニヤマ,20,A,43,34.1,43.5683333333,143,8.4,143.14,940,Y,N,N,N,N,2005,9,27,2005-09-27 00:00:00,,,,,,,,Mikuniyama
206,1204,駒場,コマバ,20,A,43,3,43.05,143,11,143.183333333,112,Y,Y,Y,Y,N,9999,99,99,,,,,,,20371,,Komaba
207,1210,上札内,カミサツナイ,20,A,42,38.5,42.6416666667,143,5.8,143.096666667,251,Y,Y,Y,Y,Y,9999,99,99,,,,,,,20601,20950,Kamisatsunai
208,1211,更別,サラベツ,20,A,42,38.9,42.6483333333,143,11.4,143.19,190,Y,Y,Y,Y,N,9999,99,99,,,,,,,20606,,Sarabetsu
209,1214,大津,オオツ,20,A,42,41.1,42.685,143,38.8,143.646666667,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,20631,,Ootsu
210,1286,糠内,ヌカナイ,20,A,42,47.2,42.7866666667,143,19.7,143.328333333,70,Y,Y,Y,Y,N,9999,99,99,,,,,,,20556,,Nukanai
211,1404,小利別,ショウトシベツ,20,A,43,35.3,43.5883333333,143,40.8,143.68,313,Y,N,N,N,N,9999,99,99,,,,,,,20071,,Shoutoshibetsu
212,1405,押帯,オショップ,20,A,43,6.9,43.115,143,26.6,143.443333333,104,Y,N,N,N,N,9999,99,99,,,,,,,20331,,Oshoppu
213,1409,柏倉,カシワクラ,20,A,43,21.7,43.3616666667,143,27.5,143.458333333,378,Y,N,N,N,N,9999,99,99,,,,,,,20202,,Kashiwakura
214,1410,上螺湾,カミラワン,20,A,43,19.1,43.3183333333,143,48.1,143.801666667,232,Y,N,N,N,N,9999,99,99,,,,,,,20222,,Kamirawan
215,1418,留真,ルシン,20,A,42,55,42.9166666667,143,39.7,143.661666667,40,Y,N,N,N,N,9999,99,99,,,,,,,20451,,Rushin
216,1510,帯広泉,オビヒロイズミ,20,A,42,44,42.7333333333,143,13,143.216666667,149,Y,Y,Y,N,Y,9999,99,99,,,,,,,20551,20955,Obihiroizumi
217,1571,三股,ミツマタ,20,A,43,30.6,43.51,143,8.9,143.148333333,660,Y,N,N,N,N,9999,99,99,,,,,,,20047,,Mitsumata
218,0123,安平,アビラ,21,A,42,48.8,42.8133333333,141,49.7,141.828333333,32,Y,N,N,N,Y,9999,99,99,,,,,,,21031,21900,Abira
219,0124,厚真,アツマ,21,A,42,43.8,42.73,141,53.3,141.888333333,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,21111,,Atsuma
220,0125,穂別,ホベツ,21,A,42,45.7,42.7616666667,142,8.6,142.143333333,56,Y,Y,Y,Y,Y,9999,99,99,,,,,,,21126,21905,Hobetsu
221,0126,森野,モリノ,21,A,42,37.8,42.63,141,14.8,141.246666667,170,Y,Y,Y,Y,N,9999,99,99,,,,,,,21171,,Morino
222,47424,苫小牧,トマコマイ,21,S,42,37.4,42.6233333333,141,32.8,141.546666667,6.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,21187,21913,Tomakomai
223,0128,大岸,オオキシ,21,A,42,35.4,42.59,140,38.6,140.643333333,8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,21226,21915,Ookishi
224,0129,有珠山,ウスサン,21,A,42,31.9,42.5316666667,140,51.2,140.853333333,281,Y,N,N,N,N,1984,10,11,1984-10-11 00:00:00,,,,,,,,Ususan
225,0130,白老,シラオイ,21,A,42,32.6,42.5433333333,141,21.1,141.351666667,6,Y,Y,Y,Y,Y,9999,99,99,,,,,,,21261,21920,Shiraoi
226,0131,鵡川,ムカワ,21,A,42,35.4,42.59,141,56,141.933333333,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,21276,,Mukawa
227,0132,伊達,ダテ,21,A,42,28.4,42.4733333333,140,52.6,140.876666667,16,Y,Y,Y,Y,N,9999,99,99,,,,,,,21297,,Date
228,0133,登別山,ノボリベツヤマ,21,A,42,30,42.5,141,7.3,141.121666667,579,Y,N,N,N,N,1985,6,27,1985-06-27 00:00:00,,,,,,,,Noboribetsuyama
229,0134,登別,ノボリベツ,21,A,42,27.5,42.4583333333,141,7.1,141.118333333,197,Y,Y,Y,Y,Y,9999,99,99,,,,,,,21312,21925,Noboribetsu
230,47423,室蘭,ムロラン,21,S,42,18.7,42.3116666667,140,58.5,140.975,39.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,21323,21930,Muroran
231,1067,大滝,オオタキ,21,A,42,40.2,42.67,141,4.7,141.078333333,390,Y,Y,Y,Y,Y,9999,99,99,,,,,,,21161,21910,Ootaki
232,1329,洞爺湖温泉,トウヤコオンセン,21,A,42,33.9,42.565,140,48.4,140.806666667,85,Y,N,N,N,Y,9999,99,99,,,,,,,21237,,Touyakoonsen
233,1429,カルルス,カルルス,21,A,42,31,42.5166666667,141,6.4,141.106666667,300,Y,N,N,N,N,9999,99,99,,,,,,,21251,,Karurusu
234,1496,豊浦,トヨウラ,21,A,42,35,42.5833333333,140,42.5,140.708333333,5,Y,N,N,N,N,2000,8,23,2000-08-23 00:00:00,,,,,,,,Toyoura
235,1498,花和,ハナワ,21,A,42,37,42.6166666667,140,45.4,140.756666667,282,Y,N,N,N,N,2000,6,29,2000-06-29 00:00:00,,,,,,,,Hanawa
236,1499,虻田,アブタ,21,A,42,33,42.55,140,46,140.766666667,15,Y,N,N,N,N,2002,12,9,2002-12-09 00:00:00,,,,,,,,Abuta
237,1500,壮瞥,ソウベツ,21,A,42,33.3,42.555,140,51.2,140.853333333,110,Y,N,N,N,N,2004,4,1,2004-04-01 00:00:00,,,,,,,,Soubetsu
238,1501,入江,イリエ,21,A,42,32.6,42.5433333333,140,47.1,140.785,38,Y,N,N,N,N,2004,4,1,2004-04-01 00:00:00,,,,,,,,Irie
239,1502,月浦,ツキウラ,21,A,42,35.5,42.5916666667,140,47.3,140.788333333,97,Y,N,N,N,N,2000,8,23,2000-08-23 00:00:00,,,,,,,,Tsukiura
240,1503,北有珠,キタウス,21,A,42,31.3,42.5216666667,140,50,140.833333333,165,Y,N,N,N,N,2000,8,23,2000-08-23 00:00:00,,,,,,,,Kitausu
241,1504,洞爺湖畔,トウヤコハン,21,A,42,34.1,42.5683333333,140,48.1,140.801666667,105,Y,N,N,N,N,2000,12,6,2000-12-06 00:00:00,,,,,,,,Touyakohan
242,0136,日高門別,ヒダカモンベツ,22,A,42,31.3,42.5216666667,142,2.2,142.036666667,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,22141,,Hidakamonbetsu
243,0137,新和,シンワ,22,A,42,32.6,42.5433333333,142,20,142.333333333,60,Y,Y,Y,Y,N,9999,99,99,,,,,,,22156,,Shinwa
244,0138,ヌモトル山,ヌモトルヤマ,22,A,42,36,42.6,142,23.7,142.395,613,Y,N,N,N,N,1985,10,1,1985-10-01 00:00:00,,,,,,,,Numotoruyama
245,0139,笹山,ササヤマ,22,A,42,26,42.4333333333,142,28.9,142.481666667,110,Y,N,N,N,N,9999,99,99,,,,,,,22206,,Sasayama
246,0140,静内,シズナイ,22,A,42,20.6,42.3433333333,142,21.7,142.361666667,10,Y,Y,Y,Y,Y,9999,99,99,,,,,,,22241,22920,Shizunai
247,0141,ピセナイ山,ピセナイヤマ,22,A,42,21.3,42.355,142,39.5,142.658333333,500,Y,N,N,N,N,1998,1,29,1998-01-29 00:00:00,,,,,,,,Pisenaiyama
248,47426,浦河,ウラカワ,22,S,42,9.7,42.1616666667,142,46.6,142.776666667,36.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,22327,22913,Urakawa
249,1097,仁世宇,ニセウ,22,A,42,46.3,42.7716666667,142,21.5,142.358333333,150,Y,N,N,N,N,9999,99,99,,,,,,,22072,,Niseu
250,1198,三石,ミツイシ,22,A,42,14.7,42.245,142,39.7,142.661666667,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,22291,,Mitsuishi
251,1202,日高,ヒダカ,22,A,42,52.6,42.8766666667,142,26.5,142.441666667,280,Y,Y,Y,Y,Y,9999,99,99,,,,,,,22036,22900,Hidaka
252,1264,幌満,ホロマン,22,A,42,4.6,42.0766666667,143,2.1,143.035,0,Y,N,N,N,N,9999,99,99,,,,,,,22366,,Horoman
253,1276,目黒,メグロ,22,A,42,7.6,42.1266666667,143,18.8,143.313333333,17,Y,N,N,N,Y,9999,99,99,,,,,,,22356,22915,Meguro
254,1288,中杵臼,ナカキネウス,22,A,42,13.4,42.2233333333,142,56.9,142.948333333,80,Y,Y,Y,Y,Y,9999,99,99,,,,,,,22306,22910,Nakakineusu
255,1340,えりも岬,エリモミサキ,22,A,41,55.5,41.925,143,14.6,143.243333333,63,Y,Y,Y,Y,N,9999,99,99,,,,,,,22391,,Erimomisaki
256,1430,旭,アサヒ,22,A,42,37.7,42.6283333333,142,23.6,142.393333333,245,Y,N,N,N,Y,9999,99,99,,,,,,,22106,22906,Asahi
257,1594,平取,ビラトリ,22,A,42,36.4,42.6066666667,142,8.8,142.146666667,44,N,N,N,N,Y,2004,10,11,2004-10-11 00:00:00,,,,,,,,Biratori
258,0143,長万部,オシャマンベ,23,A,42,31.4,42.5233333333,140,22.9,140.381666667,10,Y,Y,Y,Y,Y,9999,99,99,,,,,,,23031,23900,Oshamanbe
259,0144,八雲,ヤクモ,23,A,42,15.1,42.2516666667,140,16.3,140.271666667,8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,23086,23905,Yakumo
260,0145,森,モリ,23,A,42,4,42.0666666667,140,35.3,140.588333333,125,Y,Y,Y,Y,Y,9999,99,99,,,,,,,23166,23925,Mori
261,0146,大沼,オオヌマ,23,A,41,58.6,41.9766666667,140,42.9,140.715,165,Y,N,N,N,Y,9999,99,99,,,,,,,23191,23910,Oonuma
262,0147,川汲,カックミ,23,A,41,54.3,41.905,140,58.2,140.97,25,Y,Y,Y,Y,N,9999,99,99,,2004年12月5日までの地点名「南茅部」,,,,,23206,,Kakkumi
263,0148,北斗,ホクト,23,A,41,53.2,41.8866666667,140,39.2,140.653333333,25,Y,Y,Y,Y,N,9999,99,99,,2006年1月31日までの地点名「大野」,,,,,23226,,Hokuto
264,47430,函館,ハコダテ,23,S,41,49,41.8166666667,140,45.2,140.753333333,35,Y,Y,Y,Y,Y,9999,99,99,,,,,,,23232,23915,Hakodate
265,0150,汐首,シオクビ,23,A,41,43.1,41.7183333333,140,56.7,140.945,26,Y,N,N,N,N,1984,10,18,1984-10-18 00:00:00,,,,,,,,Shiokubi
266,0151,小谷石,コタニイシ,23,A,41,32.6,41.5433333333,140,25.8,140.43,125,Y,N,N,N,N,2004,9,21,2004-09-21 00:00:00,,,,,,,,Kotaniishi
267,0152,松前,マツマエ,23,A,41,25.4,41.4233333333,140,5.2,140.086666667,30,Y,Y,Y,Y,N,9999,99,99,,,,,,,23376,,Matsumae
268,0917,木古内,キコナイ,23,A,41,41.2,41.6866666667,140,26.7,140.445,6,Y,Y,Y,Y,N,9999,99,99,,,,,,,23326,,Kikonai
269,1265,千軒,センゲン,23,A,41,33.5,41.5583333333,140,16.3,140.271666667,100,Y,N,N,N,Y,9999,99,99,,,,,,,23356,23920,Sengen
270,1416,蛾眉野,ガビノ,23,A,41,47.9,41.7983333333,140,57,140.95,68,Y,N,N,N,N,2003,3,19,2003-03-19 00:00:00,,,,,,,,Gabino
271,1462,高松,タカマツ,23,A,41,46.2,41.77,140,49.3,140.821666667,34,Y,Y,Y,N,Y,9999,99,99,,,,,,,23281,23930,Takamatsu
272,1543,戸井泊,トイトマリ,23,A,41,43,41.7166666667,141,0.2,141.003333333,20,Y,N,N,N,N,9999,99,99,,2004年12月5日までの地点名「戸井」,,,,,23291,,Toitomari
273,1552,知内,シリウチ,23,A,41,35.9,41.5983333333,140,22.5,140.375,24,Y,N,N,N,N,9999,99,99,,,,,,,23321,,Shiriuchi
274,0155,熊石,クマイシ,23,A,42,7.7,42.1283333333,139,59.1,139.985,12,Y,Y,Y,Y,Y,9999,99,99,,,,,,,24141,24905,Kumaishi
275,0153,せたな,セタナ,24,A,42,27,42.45,139,51.1,139.851666667,10,Y,Y,Y,Y,N,9999,99,99,,2005年10月2日までの地点名「瀬棚」,,,,,24041,,Setana
276,0154,今金,イマカネ,24,A,42,25.7,42.4283333333,140,0.5,140.008333333,19,Y,Y,Y,Y,Y,9999,99,99,,,,,,,24051,24900,Imakane
277,0156,潮見,シオミ,24,A,42,2.3,42.0383333333,140,5.3,140.088333333,50,Y,N,N,N,N,9999,99,99,,,,,,,24166,,Shiomi
278,47428,江差,エサシ,24,S,41,52,41.8666666667,140,7.4,140.123333333,3.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,24217,24915,Esashi
279,1199,奥尻,オクシリ,24,A,42,14.9,42.2483333333,139,33.4,139.556666667,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,24101,,Okushiri
280,1200,鶉,ウズラ,24,A,41,55.8,41.93,140,18.7,140.311666667,53,Y,Y,Y,Y,Y,9999,99,99,,,,,,,24201,24910,Uzura
281,1205,石崎,イシザキ,24,A,41,42,41.7,140,1.7,140.028333333,5,Y,N,N,N,N,9999,99,99,,,,,,,24236,,Ishizaki
282,1513,米岡,ヨネオカ,24,A,42,4.3,42.0716666667,139,25.9,139.431666667,49,Y,Y,Y,N,N,9999,99,99,,,,,,,24156,,Yoneoka
283,0158,障子山,ショウジヤマ,31,A,41,16.6,41.2766666667,141,5.8,141.096666667,740,Y,N,N,N,N,2005,10,20,2005-10-20 00:00:00,,,,,,,,Shoujiyama
284,47576,むつ,ムツ,31,S,41,17,41.2833333333,141,12.6,141.21,2.9,Y,Y,Y,Y,Y,9999,99,99,,1970年4月16日までの地点名「田名部」,,,,,31111,31903,Mutsu
285,0160,蟹田,カニタ,31,A,41,2.7,41.045,140,38,140.633333333,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,31201,,Kanita
286,47575,青森,アオモリ,31,S,40,49.3,40.8216666667,140,46.1,140.768333333,2.8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31312,31913,Aomori
287,0162,野辺地,ノヘジ,31,A,40,53.1,40.885,141,9.6,141.16,14,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31332,31916,Noheji
288,0163,鰺ケ沢,アジガサワ,31,A,40,46.6,40.7766666667,140,12.3,140.205,40,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31366,31945,Ajigasawa
289,0164,五所川原,ゴショガワラ,31,A,40,48.5,40.8083333333,140,27.5,140.458333333,9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31296,31910,Goshogawara
290,47574,深浦,フカウラ,31,S,40,38.7,40.645,139,55.9,139.931666667,66.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31436,31923,Fukaura
291,0166,弘前,ヒロサキ,31,A,40,36.7,40.6116666667,140,27.3,140.455,30,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31461,31920,Hirosaki
292,0167,黒石,クロイシ,31,A,40,40,40.6666666667,140,35.1,140.585,30,Y,Y,Y,Y,N,9999,99,99,,,,,,,31466,,Kuroishi
293,0168,八甲田山,ハッコウダサン,31,A,40,40.5,40.675,140,51.5,140.858333333,1310,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Hakkoudasan
294,0169,三沢,ミサワ,31,A,40,40.5,40.675,141,22.5,141.375,39,Y,Y,Y,Y,N,9999,99,99,,,,,,,31506,,Misawa
295,0170,四兵衛森,シヘイモリ,31,A,40,33.1,40.5516666667,140,12.4,140.206666667,645,Y,N,N,N,N,1996,10,14,1996-10-14 00:00:00,,,,,,,,Shiheimori
296,0171,毛無山,ケナシヤマ,31,A,40,33.1,40.5516666667,140,45.2,140.753333333,940,Y,N,N,N,N,1983,9,12,1983-09-12 00:00:00,,,,,,,,Kenashiyama
297,0172,十和田,トワダ,31,A,40,35.7,40.595,141,14.8,141.246666667,42,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31586,31950,Towada
298,47581,八戸,ハチノヘ,31,S,40,31.6,40.5266666667,141,31.3,141.521666667,27.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31602,31953,Hachinohe
299,0174,大鰐,オオワニ,31,A,40,31.8,40.53,140,33.3,140.555,63,Y,N,N,N,N,9999,99,99,,,,,,,31551,,Oowani
300,0175,碇ケ関,イカリガセキ,31,A,40,28.9,40.4816666667,140,37.2,140.62,135,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31646,31935,Ikarigaseki
301,0176,空岱山,ソラダイヤマ,31,A,40,26.3,40.4383333333,140,42.5,140.708333333,585,Y,N,N,N,N,1994,10,26,1994-10-26 00:00:00,,,,,,,,Soradaiyama
302,0177,休屋,ヤスミヤ,31,A,40,25.6,40.4266666667,140,53.9,140.898333333,414,Y,Y,Y,Y,N,9999,99,99,,,,,,,31662,,Yasumiya
303,0178,朝日奈岳,アサヒナダケ,31,A,40,19.5,40.325,141,2.9,141.048333333,710,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Asahinadake
304,0179,三戸,サンノヘ,31,A,40,23,40.3833333333,141,15.4,141.256666667,60,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31721,31955,San'Nohe
305,1026,今別,イマベツ,31,A,41,10.8,41.18,140,28.9,140.481666667,30,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31136,31905,Imabetsu
306,1027,六ケ所,ロッカショ,31,A,40,53.1,40.885,141,16.3,141.271666667,80,Y,Y,Y,Y,N,9999,99,99,,,,,,,31336,,Rokkasho
307,1041,大間,オオマ,31,A,41,31.6,41.5266666667,140,54.7,140.911666667,14,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31001,31900,Ooma
308,1042,大和山,ヤマトヤマ,31,A,40,50.9,40.8483333333,140,59.1,140.985,137,Y,N,N,N,N,9999,99,99,,,,,,,31321,,Yamatoyama
309,1079,酸ケ湯,スカユ,31,A,40,38.9,40.6483333333,140,50.9,140.848333333,890,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31482,31925,Sukayu
310,1108,岳,ダケ,31,A,40,37.7,40.6283333333,140,15.8,140.263333333,438,Y,N,N,N,N,9999,99,99,,,,,,,31451,,Dake
311,1110,長慶平,チョウケイダイラ,31,A,40,37.1,40.6183333333,139,59.8,139.996666667,242,Y,N,N,N,N,1977,9,1,1977-09-01 00:00:00,,,,,,,,Choukeidaira
312,1119,市浦,シウラ,31,A,41,3.4,41.0566666667,140,20.8,140.346666667,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,31186,,Shiura
313,1122,小田野沢,オダノサワ,31,A,41,14.1,41.235,141,23.8,141.396666667,6,Y,Y,Y,Y,N,9999,99,99,,,,,,,31121,,Odanosawa
314,1124,脇野沢,ワキノサワ,31,A,41,8.7,41.145,140,49.3,140.821666667,15,Y,Y,Y,Y,Y,9999,99,99,,,,,,,31156,31940,Wakinosawa
315,1183,七戸,シチノヘ,31,A,40,42.5,40.7083333333,141,7.7,141.128333333,57,Y,N,N,N,N,9999,99,99,,,,,,,31411,,Shichinohe
316,1272,戸来,ヘライ,31,A,40,28.1,40.4683333333,141,10.6,141.176666667,125,Y,N,N,N,N,9999,99,99,,,,,,,31671,,Herai
317,1406,温川,ヌルカワ,31,A,40,30.9,40.515,140,47,140.783333333,404,Y,N,N,N,N,9999,99,99,,,,,,,31562,,Nurukawa
318,1495,青森大谷,アオモリオオタニ,31,A,40,44,40.7333333333,140,41.3,140.688333333,198,Y,Y,Y,N,N,9999,99,99,,,,,,,31386,,Aomoriootani
